t,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,y
0.61134756,0.15758765,0.11470145,0.26593244,0.06267532,0.12748145,0.17166834,0.005304642,0.23478681,0.16819786,0.06973723,0.019638702,0.020079248,0.03735387,0.24331549,0.25453714,0.19508718,0.09440477,0.072652824,0.09560939,0.13587563,0.18634355,0.07160681,0.27145484,0.16041686,0.10364517,0.09943609,0.2458038,0.097928785,0.14717677,0.02572097,0.2336286,0.021265341,0.09683357,0.09420579,0.09291108,0.040687766,0.038146675,0.011439408,0.026951017,0.16876765,0.12795725,0.11472125,0.19027866,0.02543386,0.007379306,0.20623775,0.022396274,0.23250704,0.05114326,0.12061773,0.5513411
0.5816049,0.056818563,0.16619016,0.025703318,0.25385737,0.050607912,0.033803243,0.24138129,0.10910867,0.23474249,0.08627327,0.24321648,0.1253478,0.08665847,0.14672816,0.034121294,0.14620717,0.0030258463,0.18895516,0.093313254,0.04276441,0.03615084,0.09470474,0.15476699,0.050071422,0.15933743,0.10154175,0.2353532,0.24098998,0.06949411,0.098280504,0.18936181,0.06815163,0.13133791,0.05044967,0.12586346,0.14163555,0.13851288,0.037747778,0.1327908,0.16139969,0.20532095,0.23047015,0.10678527,0.061685674,0.079201385,0.23292145,0.104554586,0.19106199,0.084703706,0.091816604,0.5210347
0.25050357,0.1514016,0.15673958,0.2619305,0.10463602,0.017319972,0.0480242,0.0027586003,0.23777126,0.15229294,0.22343521,0.07131894,0.18338242,0.16351789,0.0875955,0.2127075,0.10197293,0.20875067,0.10617222,0.00661708,0.2186664,0.082819596,0.03064397,0.015951551,0.08916162,0.0078311395,0.05897715,0.22115979,0.26383197,0.15890923,0.0069508017,0.039793707,0.075201765,0.09523451,0.06843307,0.14440857,0.06005024,0.09686086,0.09156572,0.28063965,0.18580122,0.07640941,0.03696161,0.08384659,0.25997403,0.04488823,0.069270425,0.04041287,0.08497263,0.11259037,0.24328198,0.5179733
0.37962493,0.100738406,0.061715033,0.012411084,0.20874543,0.2194008,0.13688573,0.20272,0.11353862,0.14110349,0.09211593,0.127716,0.0068141324,0.088860594,0.1229365,0.075369336,0.16878043,0.23444633,0.044665948,0.13966171,0.22280782,0.20386052,0.14610094,0.21010415,0.079332985,0.041735206,0.17344598,0.14563419,0.20654993,0.031592328,0.025894074,0.16953829,0.056763686,0.15875213,0.14737357,0.14710157,0.07415987,0.05038152,0.16905227,0.20268843,0.08698105,0.16436778,0.12604347,0.1919057,0.09906045,0.054791316,0.08584358,0.00426934,0.19386321,0.18841246,0.15459518,0.5127423
0.32426086,0.17375883,0.20147958,0.02617771,0.19048664,0.18401247,0.15956503,0.11659429,0.009372945,0.1150755,0.18038441,0.20549883,0.200583,0.037509657,0.15288138,0.106886655,0.008956717,0.19831833,0.15313062,0.027518926,0.13051708,0.1116271,0.12189461,0.023257213,0.11460149,0.023089629,0.015484398,0.17883477,0.0016211187,0.1220382,0.19264422,0.17583288,0.19844362,0.20240502,0.19904846,0.06854594,0.09751408,0.1536572,0.081689045,0.085002266,0.2165953,0.11580591,0.2070409,0.13552046,0.2049483,0.15509084,0.02681243,0.056814507,0.19692522,0.11825755,0.03818052,0.5191594
0.15929927,0.02122715,0.15403323,0.014332114,0.08050036,0.11275103,0.1188731,0.01879479,0.1666728,0.2130412,0.18181811,0.10733,0.11781754,0.043697894,0.15928757,0.103855275,0.005882945,0.16696233,0.071872264,0.15639213,0.20332615,0.013456666,0.22108051,0.11730526,0.038927663,0.14575319,0.12066701,0.1997287,0.14579256,0.23673797,0.21027507,0.1102341,0.013726554,0.14325388,0.16486447,0.08505035,0.16293576,0.21825275,0.072009236,0.04895964,0.23085082,0.22061846,0.06259654,0.17342839,0.20480514,0.049716387,0.18014435,0.003371904,0.10431387,0.17678058,0.088385455,0.5113114
0.6557127,0.18529648,0.09841511,0.18663915,0.12391317,0.07602785,0.12764114,0.22301863,0.12086564,0.18597041,0.03997405,0.22491384,0.057252556,0.17482352,0.042806964,0.16028108,0.10704762,0.04031258,0.22630401,0.07223085,0.0073114275,0.10457977,0.12788033,0.00038491577,0.12081011,0.23329912,0.032837175,0.12728621,0.13327773,0.022333095,0.08230161,0.1856221,0.18207604,0.08326021,0.19776446,0.17070168,0.22169,0.23173235,0.049303535,0.11685356,0.17061716,0.115168236,0.114289016,0.14620957,0.18078792,0.13587914,0.09962274,0.10051986,0.108521566,0.0467805,0.19840857,0.53444564
0.7148759,0.07424552,0.16850515,0.16163728,0.2326632,0.23229876,0.24276826,0.055696506,0.04560916,0.15782014,0.19368747,0.08152121,0.13061157,0.01855407,0.0039780117,0.18690233,0.08680495,0.0072604967,0.004257283,0.13344175,0.0523428,0.046554334,0.1938834,0.054314535,0.016692238,0.116920926,0.13130614,0.08723433,0.053180963,0.121953554,0.007286353,0.14325307,0.071581066,0.18677577,0.080428965,0.068395294,0.008873639,0.053408533,0.2379027,0.16119076,0.2209696,0.22586872,0.038497478,0.13239804,0.10448839,0.20204481,0.15092042,0.19824004,0.19233283,0.20884827,0.22011192,0.54077065
0.75860524,0.08261151,0.08794657,0.1777591,0.21834564,0.03373732,0.07776441,0.18419048,0.12654641,0.22161384,0.019506041,0.016861733,0.1969375,0.07439555,0.023856388,0.13819334,0.10801643,0.06508955,0.22136372,0.14789534,0.06604989,0.016605826,0.0,0.13895302,0.059962854,0.14534648,0.18068251,0.17058125,0.1611747,0.13516662,0.20930316,0.14794774,0.039171685,0.15697874,0.15047406,0.04111934,0.18273818,0.055694338,0.17334244,0.19681448,0.18867873,0.1974763,0.14053376,0.1791949,0.073333316,0.20596604,0.19565612,0.22037095,0.051375106,0.089651704,0.02403194,0.5537996
0.62530327,0.107054345,0.25060493,0.0053322567,0.13461694,0.10956148,0.16564432,0.0079624485,0.14551927,0.23363963,0.1935925,0.10762138,0.019202365,0.030176105,0.063081905,0.03883408,0.21727532,0.23689939,0.0011932547,0.1439337,0.038462844,0.16843875,0.0069738985,0.21716598,0.21606676,0.23333317,0.22405374,0.11343836,0.036079857,0.056169864,0.10171951,0.10564149,0.08991471,0.20269866,0.053655893,0.19112562,0.02334522,0.1168096,0.022058345,0.2505518,0.12697902,0.14025211,0.049122855,0.14885579,0.16975781,0.099111065,0.13972375,0.10661348,0.057558466,0.01058925,0.21416919,0.51874137
0.3622181,0.1451788,0.023074254,0.10541016,0.0207726,0.006999841,0.17013112,0.2604685,0.15916292,0.10129724,0.1995782,0.23260303,0.06809877,0.22298062,0.031577833,0.20204026,0.11449006,0.058740083,0.085180745,0.054247282,0.10144044,0.01572089,0.116532184,0.11596996,0.06329957,0.044358708,0.16451488,0.103358746,0.07894118,0.098432615,0.060192995,0.26219213,0.12232539,0.24635933,0.06714674,0.15714006,0.17019325,0.0325215,0.1728892,0.26407638,0.02119895,0.2522099,0.063196935,0.005729532,0.19711907,0.2029232,0.048113853,0.042666607,0.2133646,0.037660725,0.11943629,0.52236086
0.55190593,0.20911002,0.13324922,0.022332158,0.08605891,0.17230827,0.10082099,0.15064125,0.01846956,0.06926535,0.026817983,0.14724898,0.24607188,0.22362877,0.112513795,0.14212005,0.25215444,0.026285006,0.045579236,0.13155496,0.080562964,0.062384393,0.22619003,0.037112467,0.23189375,0.22925514,0.2555598,0.09743267,0.16139343,0.10926442,0.13501868,0.17598215,0.09312514,0.003382965,0.1775123,0.11591622,0.21955456,0.015440725,0.17934568,0.17265448,0.1801475,0.03180151,0.038800806,0.07446549,0.07648264,0.045654017,0.05392585,0.06781949,0.20334336,0.14097193,0.031284768,0.50898683
0.41853657,0.039551158,0.21961993,0.19472648,0.24356307,0.029701738,0.033824243,0.21660498,0.008751329,0.19313952,0.1792317,0.12620519,0.071710475,0.05458649,0.079222165,0.12155707,0.241852,0.23959222,0.18814299,0.008607479,0.21525806,0.19157785,0.026309133,0.027358972,0.0750199,0.051734,0.21884203,0.09912772,0.23223433,0.14030434,0.03326852,0.13055696,0.19332652,0.05319934,0.11968323,0.015343866,0.07115061,0.24326472,0.15719023,0.05537706,0.04564145,0.05797644,0.0049879206,0.16855949,0.08480075,0.0798146,0.057353456,0.23638825,0.010619191,0.19309211,0.070584826,0.51382047
0.7908238,0.08039939,0.10979902,0.16064802,0.21214063,0.24584803,0.10229838,0.12978569,0.20439246,0.07468121,0.12818132,0.12121138,0.21042423,0.108918436,0.16449474,0.06266792,0.05359752,0.04085559,0.20630491,0.10551325,0.0432711,0.22045147,0.13781309,0.21059716,0.23549773,0.13010545,0.038276628,0.01852526,0.18556021,0.20865956,0.03298982,0.0072518494,0.07102827,0.10540501,0.19617985,0.01031159,0.018669412,0.0758511,0.10066966,0.073786266,0.055408332,0.20217372,0.08105853,0.071489975,0.18949048,0.2092586,0.1858654,0.15487681,0.21573964,0.08756274,0.086383015,0.51198155
0.69327766,0.2006714,0.1440995,0.21375263,0.17694749,0.008045923,0.17011434,0.16993994,0.19679187,0.20331374,0.18230516,0.196072,0.013136516,0.021805495,0.13348982,0.0012895803,0.009162364,0.06131715,0.050852645,0.2082323,0.19377045,0.039928284,0.09644757,0.13700286,0.21527998,0.20492512,0.22423156,0.010824289,0.1292668,0.16879573,0.115993515,0.14507742,0.21658716,0.10196218,0.16358157,0.14523956,0.16226801,0.02054871,0.13789776,0.026526399,0.21716456,0.012336956,0.055745196,0.19263223,0.044204403,0.04387967,0.06490578,0.0042398735,0.19022854,0.12197998,0.009501601,0.53391534
0.44321105,0.14120786,0.15515773,0.09353267,0.15475857,0.2037973,0.007898411,0.15257229,0.018339938,0.2029972,0.08592574,0.19329146,0.013507054,0.22136128,0.101045005,0.14452672,0.043896478,0.14128283,0.15968823,0.21580325,0.040707994,0.13689443,0.23077524,0.21148248,0.06487863,0.047681883,0.011508291,0.04358817,0.22537647,0.006837042,0.10451255,0.19822393,0.20630471,0.070170976,0.14867176,0.19163112,0.061400972,0.17916591,0.035726503,0.05416433,0.15226166,0.096180774,0.10715951,0.15907781,0.19148493,0.08486518,0.028440913,0.19927856,0.2031856,0.12528728,0.11378485,0.5014124
0.3880676,0.17318192,0.11105697,0.10052402,0.19499674,0.12305472,0.19905609,0.045588046,0.21033168,0.104942754,0.08976096,0.1468963,0.11074666,0.15571555,0.094910115,0.05429874,0.04417434,0.11565828,0.095057525,0.19350906,0.18876246,0.17450072,0.18832843,0.20712979,0.17470218,0.025655417,0.068006605,0.103646986,0.20627621,0.14616673,0.108695276,0.180697,0.011962299,0.0036376351,0.19611442,0.17361258,0.11813576,0.13727017,0.20506929,0.12948558,0.2090979,0.09462799,0.21051177,0.11890962,0.13230501,0.12531559,0.10641232,0.04958476,0.043982994,0.13923931,0.13540377,0.5203821
0.6075588,0.13376737,0.17693055,0.15174368,0.024477884,0.1220601,0.08834271,0.08522819,0.10732196,0.18038857,0.19126284,0.1499606,0.031576607,0.20279002,0.05963766,0.11107481,0.032709368,0.09829695,0.11344122,0.15405522,0.17194434,0.0110200485,0.19931321,0.20093793,0.20690896,0.057619765,0.12723306,0.21910663,0.07435878,0.053801138,0.20942822,0.12177731,0.15463613,0.10365887,0.13219783,0.18139654,0.14772974,0.2140621,0.1562003,0.015028856,0.2153908,0.20727645,0.20406486,0.01980389,0.08684688,0.1230186,0.10949877,0.074948944,0.15929615,0.13308279,0.097123995,0.53760237
0.6517671,0.12512545,0.20919716,0.13270192,0.009512374,0.19639462,0.15706284,0.24109796,0.15099555,0.1665347,0.19260433,0.16149637,0.103266306,0.11990666,0.04812342,0.080128156,0.24832685,0.088324085,0.17653474,0.22480108,0.22246268,0.1328334,0.16464242,0.008629873,0.21885823,0.1391078,0.036593184,0.03003431,0.041293506,0.16058318,0.04050364,0.061983936,0.0027809415,0.15076499,0.089727715,0.07913615,0.24300547,0.20237921,0.12043633,0.042835403,0.05717953,0.16188636,0.041233134,0.055587903,0.16920365,0.091244735,0.19230062,0.07805176,0.04467256,0.18648079,0.040115405,0.5205377
0.3120531,0.13148108,0.121098824,0.009119848,0.0124110915,0.03605946,0.10266921,0.21357456,0.11984421,0.096940175,0.020560645,0.1899283,0.17370117,0.1798783,0.016970044,0.113843255,0.039451208,0.1405845,0.21686517,0.095893785,0.20881724,0.2147937,0.13379414,0.19493292,0.14905353,0.11794672,0.21462132,0.15266213,0.09821029,0.19797279,0.08643572,0.07744557,0.18702483,0.14138223,0.0588792,0.2137399,0.19698063,0.037954617,0.15567957,0.19172026,0.14927328,0.14524318,0.17286819,0.20081435,0.075443454,0.04258606,0.0106173605,0.040149298,0.034541592,0.16640265,0.16210428,0.51060015
0.14710708,0.17696163,0.007313242,0.18700531,0.21831092,0.008454036,0.19458136,0.05125502,0.18339707,0.038527865,0.19147328,0.19292566,0.038315915,0.15844993,0.0061917296,0.018116342,0.12108071,0.1463521,0.058992356,0.17072473,0.17132191,0.021766584,0.18673578,0.20292887,0.123278424,0.21051544,0.028377624,0.14326565,0.03174227,0.019717697,0.0074448297,0.20770869,0.08433408,0.0571077,0.17478453,0.046059143,0.20638523,0.20620164,0.18147114,0.0702655,0.10954583,0.18807034,0.013024683,0.20373863,0.11109735,0.19942231,0.01947117,0.13646927,0.20527047,0.120865926,0.16291018,0.5123425
0.5541172,0.1391236,0.22441852,0.0034879176,0.24490899,0.10850667,0.085317664,0.006653662,0.16626494,0.18515193,0.20276491,0.07933849,0.14705904,0.19814974,0.20819153,0.16275847,0.22532178,0.19464551,0.20023207,0.095281176,0.15179242,0.020348117,0.01413871,0.03813164,0.09242578,0.054940827,0.023792006,0.019696804,0.067121685,0.25448117,0.16780594,0.1258926,0.085987106,0.19932136,0.033525173,0.17189626,0.09860316,0.020781282,0.07027388,0.027103975,0.035709385,0.1555554,0.2199053,0.20353633,0.15366763,0.1137761,0.1488321,0.15074593,0.10324512,0.14050199,0.041149177,0.53043866
0.6985742,0.06325125,0.18797582,0.19580334,0.2143185,0.07205355,0.061160903,0.10469483,0.09111946,0.20536669,0.081936,0.018306144,0.19393574,0.2248684,0.16599953,0.14009787,0.067499176,0.061577026,0.10169739,0.1320919,0.094656624,0.002661708,0.13072534,0.012680464,0.1992717,0.2427055,0.24371888,0.080033705,0.015410449,0.039926544,0.094388776,0.1753979,0.17583899,0.14350635,0.10974491,0.23954366,0.15327299,0.16473842,0.0149258245,0.118359044,0.16296351,0.20907018,0.08539393,0.045374647,0.12013499,0.23638414,0.0,0.08735216,0.14923723,0.15253799,0.080204345,0.5265806
0.6274627,0.12013148,0.14998162,0.036257617,0.03921557,0.004313349,0.16269326,0.05835736,0.15166005,0.21566561,0.14257851,0.11122869,0.14656618,0.18682349,0.15068223,0.07968291,0.19715157,0.14468458,0.061602,0.033472378,0.027057642,0.1310018,0.24945842,0.031820342,0.0030631865,0.14997785,0.18680431,0.12721995,0.2635577,0.2715231,0.101766564,0.033560123,0.035492826,0.19083668,0.13549317,0.067988575,0.2451045,0.015443609,0.013467629,0.19463979,0.04776829,0.05573886,0.26190785,0.030163987,0.024411293,0.27836078,0.026750728,0.061212752,0.049037654,0.09211779,0.20298141,0.5179522
0.54653096,0.06315995,0.123200625,0.061894055,0.12882489,0.21073805,0.01917462,0.036743857,0.18306474,0.055987816,0.022342596,0.059608098,0.13216354,0.14161117,0.19825517,0.1772434,0.17432778,0.093732946,0.15164953,0.064833365,0.20755465,0.12755646,0.18406877,0.0109008625,0.2365433,0.22179335,0.24379,0.106677145,0.10500302,0.18973447,0.05447983,0.10329578,0.008351602,0.02559345,0.23606022,0.07686319,0.24748895,0.1545267,0.13791704,0.0012151555,0.16700718,0.014495156,0.071320616,0.12155308,0.1376163,0.0021045608,0.086727634,0.19136558,0.09114484,0.1500161,0.24620852,0.52370256
0.43639132,0.12002673,0.12185936,0.12992635,0.057809312,0.22721732,0.14436862,0.20055124,0.11023991,0.060933948,0.10270233,0.04626999,0.014268924,0.0613079,0.20878376,0.17072006,0.012169275,0.061035395,0.17119093,0.08485731,0.028568696,0.21429978,0.16242033,0.17761964,0.18016976,0.19604601,0.16560496,0.0798871,0.23417608,0.1327906,0.21047576,0.022713417,0.07821481,0.04787033,0.16660024,0.22479317,0.118136525,0.16970095,0.09024631,0.2273688,0.05277648,0.14713685,0.06567686,0.21831942,0.1225536,0.059301913,0.20605238,0.101007216,0.09620843,0.06668906,0.12220529,0.5095291
0.59279853,0.10774605,0.12892838,0.18182486,0.08612469,0.16983026,0.15250894,0.1856577,0.07530139,0.1991838,0.1438077,0.10365032,0.20310313,0.1958727,0.12958993,0.2291998,0.18148237,0.03673037,0.053273067,0.042394165,0.13121235,0.020365117,0.15758976,0.07306807,0.00146289,0.13456339,0.02503221,0.08797059,0.10296922,0.060403604,0.0744682,0.16685612,0.13225482,0.10735,0.2086526,0.07620014,0.095459916,0.054164104,0.19466993,0.21365763,0.19697315,0.014664685,0.13631347,0.111704186,0.08629105,0.033301912,0.22807929,0.2268019,0.2205166,0.1991386,0.11768672,0.5452944
0.6975529,0.12985116,0.19928461,0.20233685,0.1212408,0.063429296,0.100434735,0.16257595,0.1215097,0.08247323,0.09869403,0.22036913,0.13148937,0.15331623,0.06378406,0.08536162,0.17807893,0.12141629,0.12970851,0.13625658,0.011378282,0.15724064,0.221556,0.21998964,0.044042066,0.064742394,0.20454206,0.06416676,0.054092683,0.092235334,0.16683975,0.13525899,0.19567622,0.11432514,0.12569316,0.1865015,0.121065736,0.022838218,0.12366825,0.20882171,0.16602884,0.00032428908,0.0431599,0.018888613,0.110113464,0.20613049,0.18061966,0.038241085,0.22333921,0.1803043,0.15651561,0.5247556
0.46298534,0.075523116,0.12530851,0.12913355,0.08320934,0.2206472,0.21957499,0.059264816,0.21767594,0.17105785,0.06633859,0.06395327,0.20911953,0.22745635,0.123881206,0.013681446,0.114511244,0.06551473,0.17597604,0.19851711,0.18299064,0.15271951,0.22357798,0.089468546,0.044715777,0.12285512,0.053993024,0.21401134,0.063536346,0.0895937,0.008940398,0.025555272,0.14809468,0.10349271,0.20556164,0.12909429,0.027192092,0.0091685755,0.015602598,0.026546491,0.123264834,0.06273563,0.051835235,0.1998011,0.21682736,0.10858268,0.18046369,0.19216838,0.17006752,0.15748423,0.2004082,0.5286264
0.7658395,0.14629504,0.15119599,0.19043778,0.084641546,0.19918251,0.23779407,0.19723676,0.03608868,0.12717795,0.12762108,0.1107373,0.20341486,0.20842046,0.19656569,0.17249504,0.07653767,0.18420044,0.12296351,0.07718613,0.11202539,0.09010343,0.18748355,0.18850046,0.063677154,0.039735842,0.1887721,0.12819359,0.18796545,0.07464839,0.02048102,0.150591,0.137089,0.07475923,0.08250967,0.20240176,0.121786594,0.1027124,0.011687213,0.006341901,0.12259824,0.119060375,0.08725067,0.1927795,0.118156955,0.23568003,0.14751741,0.06681434,0.14138055,0.01994601,0.12733532,0.55695385
0.33298197,0.0,0.22365776,0.14314513,0.15790887,0.049843576,0.16271459,0.07709918,0.061223798,0.15206209,0.16778293,0.19591713,0.006952503,0.024203902,0.13476552,0.022099897,0.116831526,0.05941053,0.21458714,0.12676273,0.18496388,0.16088407,0.04828373,0.10811545,0.16960579,0.17447492,0.24607182,0.005914782,0.044600043,0.12082136,0.17882927,0.23499835,0.21025835,0.09460545,0.11845749,0.15042387,0.16908604,0.06951664,0.13514665,0.013529885,0.18319726,0.07372386,0.21134098,0.22053407,0.051009197,0.19618958,0.065961525,0.0063375323,0.20960523,0.12457477,0.032223474,0.5120113
0.59484917,0.11863161,0.17933694,0.24706332,0.05753117,0.18748726,0.07624652,0.026350101,0.09415269,0.18144305,0.0008748108,0.15800703,0.019096537,0.24506077,0.15124694,0.10527967,0.07053177,0.15689097,0.051597007,0.24268869,0.19060378,0.053628802,0.0045748292,0.13455467,0.033035275,0.16731648,0.22353776,0.20266862,0.05362285,0.14155146,0.21030514,0.22392616,0.11242964,0.03059287,0.0813332,0.08259147,0.13961105,0.0022679935,0.050699975,0.16364193,0.11212957,0.25577796,0.039755713,0.20208818,0.19163279,0.07767748,0.08181119,0.06414759,0.21738257,0.020257978,0.05678248,0.5244079
0.47985792,0.17165546,0.14024574,0.20404357,0.032934804,0.13867664,0.13112433,0.14412005,0.11022866,0.23377395,0.17159909,0.13684039,0.030907772,0.22759974,0.09813473,0.024170864,0.022242377,0.030482514,0.16283078,0.14425614,0.18707353,0.1502067,0.14421283,0.10113529,0.1434867,0.20148101,0.02165233,0.18670154,0.022386571,0.23553042,0.0052833795,0.12047759,0.004061365,0.07488796,0.1675652,0.06519361,0.12442865,0.074406736,0.1736226,0.11803255,0.16500905,0.12589416,0.20699523,0.004566403,0.17266604,0.20127301,0.14769933,0.19154465,0.022589885,0.045512687,0.21964556,0.52846575
0.673989,0.14562106,0.010361803,0.10622985,0.0152911125,0.01319478,0.19845137,0.12023852,0.06855112,0.09553336,0.085851535,0.0631016,0.15263496,0.010279551,0.18652765,0.25850782,0.22466335,0.12984875,0.013160536,0.22965768,0.17091615,0.18654312,0.23729473,0.0896861,0.061971914,0.18199897,0.0058543906,0.09544914,0.16514023,0.007210041,0.04347985,0.2000414,0.11578473,0.2142671,0.09090156,0.026886092,0.16110556,0.12086776,0.09764733,0.013695246,0.25956768,0.14977771,0.04473427,0.011731069,0.15978989,0.19022174,0.042647332,0.24171917,0.10535772,0.07104377,0.22439577,0.5315605
0.25948405,0.10718567,0.18743172,0.19967633,0.02645319,0.022563495,0.020950973,0.18636563,0.051131543,0.23185995,0.0058286963,0.038503606,0.15970643,0.13116051,0.15132178,0.23956755,0.19252929,0.22634436,0.029648073,0.014909865,0.052752566,0.23450954,0.006631427,0.06927249,0.15604754,0.05809581,0.05457043,0.20653675,0.108190164,0.10270463,0.14903072,0.21574739,0.051839095,0.087712236,9.2522365e-05,0.20521276,0.036383886,0.17137808,0.12949707,0.24653709,0.09688571,0.18581264,0.21904822,0.086738124,0.2026344,0.07629669,0.06316089,0.08169055,0.10788559,0.13267736,0.18139486,0.50859797
0.18587588,0.05661976,0.06778957,0.08759526,0.2028668,0.031607922,0.0028144852,0.17467262,0.20457861,0.21870308,0.18045002,0.06826899,0.061881457,0.14393145,0.01422735,0.16955121,0.20515442,0.021608876,0.025654893,0.054339264,0.1686797,0.15881597,0.19766742,0.23359393,0.003632902,0.25490847,0.14333135,0.05919921,0.051474947,0.24539721,0.060299773,0.24417108,0.105534844,0.13631052,0.10156864,0.1963581,0.031910963,0.14336734,0.04428149,0.15372188,0.113717325,0.060545415,0.20213512,0.01945423,0.04481462,0.19414888,0.22015348,0.019833317,0.08967515,0.18374906,0.09406869,0.5054808
0.7536093,0.19314007,0.18377587,0.15857439,0.021851344,0.01869853,0.18778293,0.21582688,0.014359923,0.1386977,0.21610019,0.122385636,0.23632252,0.11657805,0.17136844,0.12612467,0.21876654,0.012007757,0.120109595,0.0057181385,0.0503395,0.21999681,0.07465236,0.13675255,0.06309118,0.17439955,0.0033006663,0.022649668,0.1268237,0.21851602,0.13486111,0.17948367,0.013339424,0.051665157,0.18251845,0.0061304057,0.12905698,0.19770922,0.19916916,0.083054975,0.043111462,0.12623972,0.18595016,0.039895628,0.045493454,0.16569836,0.042974558,0.1300609,0.21325065,0.20917779,0.09195715,0.5301562
0.4577994,0.18288936,0.15747947,0.104462646,0.14613613,0.039306823,0.05271631,0.11050908,0.008268977,0.12530482,0.15479317,0.20903973,0.029944919,0.10432688,0.22355027,0.1156735,0.071445495,0.029984264,0.080496304,0.20233212,0.104719736,0.22876292,0.14208911,0.13463725,0.21544363,0.15848672,0.21327242,0.21769455,0.06604037,0.13918707,0.12296762,0.12557235,0.21657379,0.10700883,0.13052662,0.18640313,0.10692714,0.201179,0.21628264,0.07450442,0.041646235,0.0935226,0.24001893,0.15225087,0.029611414,0.014965569,0.08837924,0.039673086,0.024629658,0.14741376,0.14780147,0.4923755
0.4655052,0.056820877,0.22889446,0.061930522,0.082169436,0.09286525,0.061185736,0.116389535,0.058700662,0.013484668,0.22271316,0.13492718,0.22559476,0.03255694,0.03732177,0.24465229,0.21189661,0.20669581,0.055409063,0.026347,0.032132477,0.03869301,0.24146177,0.052541055,0.21890207,0.14018698,0.14000738,0.0048125973,0.107555754,0.18966867,0.22139516,0.0792621,0.2237364,0.0475363,0.14388447,0.16724493,0.14533705,0.1441883,0.10267653,0.06480956,0.14562467,0.22765107,0.181774,0.18302247,0.19617377,0.16636893,0.061674517,0.050845273,0.045444947,0.07358989,0.031213995,0.50843436
0.680642,0.08453221,0.09283023,0.17984203,0.22450429,0.107948884,0.177068,0.22318609,0.03057962,0.2017886,0.19502386,0.00785979,0.21059203,0.17030157,0.06731623,0.05197754,0.18935995,0.09837483,0.11925231,0.1871149,0.12543349,0.0034647377,0.10986587,0.07897258,0.039017696,0.06662061,0.121350974,0.0035564094,0.029445307,0.16304342,0.22597054,0.11887628,0.10216601,0.16034184,0.20620026,0.20888501,0.14668788,0.113254406,0.01984833,0.081411965,0.21979092,0.12077563,0.15966879,0.05531688,0.0028498762,0.16682583,0.02348976,0.120219186,0.18410194,0.16390423,0.2178516,0.5314254
0.5832646,0.033458065,0.24095829,0.2187703,0.099283144,0.069428094,0.10938752,0.15511087,0.19892494,0.11475007,0.08180044,0.05550727,0.1452497,0.2162299,0.16071045,0.12764603,0.20320566,0.17720512,0.15642758,0.03138844,0.06205452,0.22292373,0.17890166,0.05097432,0.20534752,0.03119083,0.06573368,0.22274143,0.032253005,0.016946092,0.054318484,0.027269619,0.08827747,0.10944691,0.069332786,0.067609824,0.17029354,0.23797217,0.20381251,0.09260515,0.15862052,0.112881646,0.12431352,0.15463528,0.14927325,0.06861859,0.17763425,0.08220884,0.14192836,0.018323286,0.23114721,0.5330865
0.7919009,0.11190714,0.1849796,0.1188037,0.061533175,0.11678974,0.079112165,0.0021778413,0.2489094,0.086531624,0.015239433,0.08282793,0.14096785,0.078384675,0.11668141,0.076731816,0.20962799,0.1529926,0.16451612,0.11120619,0.068721175,0.0,0.23053274,0.050228573,0.12413935,0.14139508,0.19106252,0.21339121,0.23240517,0.24556325,0.004768952,0.123296395,0.105267316,0.047551878,0.040955186,0.12079018,0.1665768,0.25359753,0.07721623,0.12945922,0.040233366,0.12133683,0.09828588,0.115888536,0.025768314,0.124613784,0.09794008,0.19784528,0.24407335,0.19138,0.1851913,0.5514631
0.6243036,0.07361856,0.1629501,0.041818783,0.10654608,0.04498314,0.14751104,0.1268477,0.1619999,0.19814403,0.17232244,0.026200766,0.04063033,0.10209807,0.053600702,0.0362303,0.14257425,0.13596082,0.07971634,0.043963663,0.07859067,0.118692994,0.17564152,0.05728325,0.13150488,0.2380358,0.09273979,0.15688129,0.23653783,0.16406107,0.069345884,0.1434454,0.07094608,0.10654544,0.042153675,0.12050869,0.23610556,0.121201664,0.16671497,0.08429328,0.049133606,0.26950783,0.2392402,0.24053547,0.20881432,0.08848074,0.17191128,0.07356262,0.08255288,0.12660699,0.22042887,0.5422611
0.46048492,0.19733463,0.042710435,0.11675061,0.08013129,0.19131641,0.21988745,0.13578829,0.18411598,0.10691631,0.018183423,0.10457579,0.17798771,0.105487905,0.1560656,0.21266405,0.056902334,0.20796375,0.0038832037,0.054461308,0.18281947,0.065213464,0.039612,0.13918884,0.1994272,0.07304718,0.0942701,0.057942033,0.10538598,0.029892612,0.014996592,0.02456658,0.20850058,0.0072330656,0.21462278,0.2156547,0.18585856,0.21443169,0.11984268,0.08680569,0.20321833,0.17443664,0.04446998,0.15070398,0.20276703,0.010979731,0.14214961,0.09789997,0.18918239,0.20819433,0.058717363,0.5375681
